0.0,28.0,11.0,14.0,37.0,22.0,8.0,11.0,4.0
0.0,7.0,10.0,14.0,12.0,22.0,0.0,10.0,4.0
1.0,16.0,6.0,7.0,49.0,28.0,13.0,9.0,10.0
1.0,33.0,29.0,9.0,50.0,34.0,16.0,24.0,12.0
1.0,7.0,26.0,14.0,51.0,29.0,22.0,8.0,3.0
2.0,34.0,30.0,15.0,52.0,35.0,4.0,28.0,15.0
0.0,16.0,5.0,3.0,7.0,2.0,7.0,21.0,12.0
1.0,29.0,14.0,6.0,5.0,4.0,0.0,14.0,4.0
1.0,33.0,15.0,8.0,53.0,36.0,15.0,34.0,5.0
0.0,21.0,15.0,10.0,54.0,37.0,30.0,35.0,9.0
1.0,20.0,16.0,11.0,55.0,36.0,31.0,9.0,12.0
1.0,33.0,15.0,5.0,56.0,38.0,16.0,21.0,0.0
0.0,33.0,15.0,2.0,19.0,17.0,13.0,9.0,2.0
1.0,33.0,17.0,5.0,49.0,17.0,13.0,19.0,3.0
1.0,16.0,5.0,2.0,57.0,30.0,29.0,21.0,9.0
1.0,17.0,15.0,8.0,55.0,37.0,17.0,23.0,8.0
1.0,21.0,16.0,2.0,19.0,15.0,32.0,21.0,2.0
0.0,17.0,31.0,10.0,58.0,14.0,13.0,36.0,10.0
1.0,28.0,5.0,8.0,59.0,39.0,15.0,9.0,6.0
0.0,33.0,15.0,7.0,60.0,40.0,15.0,37.0,16.0
0.0,18.0,16.0,2.0,56.0,15.0,16.0,38.0,8.0
1.0,21.0,17.0,10.0,61.0,41.0,16.0,39.0,10.0
0.0,35.0,17.0,2.0,62.0,36.0,11.0,40.0,12.0
0.0,16.0,6.0,7.0,24.0,42.0,11.0,7.0,3.0
1.0,0.0,10.0,3.0,3.0,0.0,3.0,8.0,2.0
1.0,21.0,16.0,7.0,63.0,7.0,15.0,6.0,10.0
0.0,16.0,5.0,2.0,64.0,41.0,7.0,7.0,0.0
0.0,16.0,6.0,5.0,20.0,7.0,6.0,7.0,10.0
0.0,33.0,17.0,10.0,65.0,39.0,32.0,41.0,12.0
1.0,35.0,29.0,8.0,66.0,14.0,33.0,41.0,3.0
0.0,36.0,18.0,9.0,67.0,43.0,34.0,24.0,0.0
0.0,23.0,32.0,11.0,68.0,44.0,20.0,42.0,8.0
0.0,9.0,6.0,5.0,69.0,10.0,2.0,29.0,2.0
0.0,10.0,7.0,3.0,3.0,29.0,8.0,10.0,4.0
0.0,10.0,0.0,3.0,3.0,45.0,8.0,8.0,1.0
1.0,7.0,7.0,3.0,37.0,30.0,9.0,3.0,3.0
2.0,12.0,1.0,0.0,1.0,46.0,1.0,15.0,1.0
0.0,6.0,6.0,2.0,40.0,42.0,13.0,7.0,0.0
0.0,2.0,6.0,7.0,30.0,13.0,29.0,25.0,0.0
0.0,2.0,2.0,2.0,70.0,7.0,7.0,2.0,3.0
0.0,20.0,17.0,7.0,71.0,47.0,17.0,23.0,10.0
1.0,28.0,9.0,7.0,69.0,6.0,28.0,12.0,10.0
1.0,6.0,5.0,8.0,72.0,6.0,28.0,21.0,9.0
1.0,11.0,11.0,3.0,73.0,2.0,8.0,31.0,3.0
1.0,32.0,26.0,2.0,47.0,22.0,28.0,18.0,2.0
1.0,3.0,11.0,6.0,74.0,4.0,0.0,13.0,2.0
0.0,11.0,11.0,3.0,11.0,5.0,8.0,3.0,2.0
0.0,10.0,10.0,6.0,32.0,9.0,3.0,33.0,2.0
2.0,3.0,14.0,4.0,31.0,48.0,10.0,30.0,2.0
0.0,5.0,8.0,6.0,43.0,24.0,10.0,8.0,2.0
1.0,6.0,9.0,3.0,75.0,33.0,6.0,2.0,9.0
1.0,2.0,2.0,14.0,45.0,22.0,29.0,33.0,9.0
1.0,8.0,7.0,2.0,9.0,2.0,0.0,31.0,9.0
0.0,3.0,13.0,6.0,76.0,24.0,0.0,8.0,3.0
1.0,16.0,5.0,5.0,30.0,28.0,7.0,19.0,2.0
0.0,30.0,25.0,1.0,16.0,46.0,10.0,16.0,4.0
1.0,10.0,0.0,6.0,77.0,49.0,0.0,10.0,2.0
2.0,27.0,4.0,1.0,18.0,1.0,10.0,16.0,1.0
1.0,28.0,5.0,2.0,7.0,33.0,7.0,7.0,8.0
0.0,13.0,1.0,4.0,4.0,3.0,1.0,1.0,15.0
2.0,12.0,12.0,4.0,78.0,11.0,1.0,1.0,15.0
2.0,37.0,33.0,13.0,34.0,25.0,25.0,32.0,13.0
2.0,15.0,12.0,1.0,79.0,46.0,1.0,1.0,15.0
2.0,27.0,21.0,1.0,18.0,46.0,10.0,15.0,4.0
0.0,36.0,32.0,7.0,80.0,21.0,30.0,43.0,7.0
0.0,24.0,32.0,8.0,81.0,50.0,30.0,44.0,11.0
0.0,33.0,15.0,8.0,66.0,36.0,18.0,45.0,17.0
1.0,3.0,8.0,3.0,76.0,27.0,10.0,13.0,2.0
1.0,4.0,3.0,1.0,82.0,3.0,4.0,4.0,1.0
2.0,1.0,3.0,0.0,4.0,3.0,10.0,1.0,1.0
2.0,37.0,33.0,15.0,83.0,31.0,25.0,32.0,1.0
1.0,5.0,28.0,14.0,10.0,49.0,5.0,10.0,4.0
1.0,34.0,34.0,4.0,39.0,51.0,27.0,28.0,1.0
0.0,1.0,3.0,1.0,36.0,3.0,27.0,4.0,2.0
1.0,30.0,28.0,6.0,74.0,48.0,10.0,5.0,2.0
0.0,15.0,12.0,0.0,18.0,1.0,10.0,16.0,2.0
1.0,16.0,16.0,7.0,84.0,41.0,11.0,29.0,3.0
1.0,6.0,16.0,2.0,85.0,33.0,2.0,17.0,3.0
0.0,38.0,35.0,9.0,26.0,52.0,23.0,46.0,6.0
0.0,16.0,36.0,7.0,72.0,41.0,13.0,12.0,9.0
0.0,7.0,7.0,3.0,3.0,29.0,22.0,8.0,3.0
1.0,8.0,7.0,3.0,86.0,32.0,3.0,8.0,3.0
0.0,0.0,8.0,14.0,3.0,0.0,3.0,3.0,3.0
2.0,39.0,37.0,4.0,87.0,53.0,4.0,47.0,2.0
2.0,40.0,38.0,13.0,88.0,54.0,26.0,27.0,13.0
2.0,41.0,38.0,0.0,88.0,54.0,26.0,27.0,14.0
0.0,19.0,15.0,2.0,89.0,38.0,30.0,6.0,0.0
1.0,20.0,29.0,9.0,65.0,37.0,30.0,25.0,2.0
1.0,42.0,35.0,9.0,90.0,14.0,23.0,46.0,3.0
1.0,20.0,39.0,7.0,91.0,55.0,17.0,38.0,3.0
1.0,16.0,16.0,2.0,59.0,16.0,6.0,19.0,10.0
0.0,28.0,9.0,3.0,70.0,13.0,8.0,2.0,3.0
1.0,21.0,36.0,9.0,59.0,16.0,17.0,25.0,12.0
0.0,38.0,39.0,16.0,92.0,19.0,30.0,48.0,6.0
1.0,18.0,36.0,8.0,93.0,55.0,11.0,21.0,12.0
1.0,21.0,36.0,8.0,65.0,33.0,28.0,39.0,12.0
0.0,20.0,17.0,8.0,91.0,34.0,32.0,25.0,12.0
1.0,20.0,39.0,7.0,29.0,23.0,30.0,21.0,12.0
0.0,20.0,39.0,10.0,94.0,56.0,12.0,23.0,10.0
1.0,43.0,18.0,17.0,95.0,57.0,35.0,49.0,11.0
1.0,38.0,20.0,18.0,96.0,58.0,31.0,50.0,6.0
0.0,43.0,40.0,9.0,97.0,59.0,36.0,51.0,8.0
1.0,43.0,40.0,10.0,98.0,50.0,37.0,52.0,5.0
1.0,22.0,40.0,17.0,99.0,21.0,21.0,53.0,5.0
0.0,24.0,18.0,16.0,100.0,20.0,23.0,54.0,8.0
1.0,22.0,35.0,10.0,58.0,14.0,21.0,55.0,10.0
0.0,36.0,20.0,16.0,81.0,60.0,38.0,56.0,8.0
1.0,2.0,11.0,2.0,6.0,7.0,7.0,7.0,1.0
0.0,2.0,6.0,7.0,101.0,61.0,15.0,21.0,4.0
1.0,28.0,9.0,14.0,6.0,13.0,28.0,31.0,4.0
2.0,25.0,41.0,19.0,102.0,26.0,25.0,26.0,13.0
2.0,12.0,3.0,1.0,78.0,35.0,4.0,15.0,1.0
2.0,44.0,37.0,13.0,87.0,35.0,4.0,47.0,13.0
2.0,44.0,24.0,1.0,103.0,53.0,1.0,28.0,4.0
2.0,45.0,41.0,12.0,102.0,25.0,25.0,26.0,14.0
0.0,18.0,15.0,5.0,104.0,16.0,16.0,23.0,9.0
0.0,21.0,15.0,10.0,19.0,39.0,24.0,20.0,8.0
0.0,42.0,31.0,10.0,90.0,52.0,14.0,57.0,16.0
1.0,16.0,16.0,7.0,105.0,12.0,14.0,20.0,3.0
1.0,17.0,15.0,10.0,105.0,38.0,11.0,6.0,3.0
1.0,38.0,31.0,11.0,106.0,62.0,39.0,22.0,10.0
0.0,17.0,39.0,9.0,29.0,19.0,12.0,38.0,12.0
1.0,35.0,15.0,5.0,89.0,16.0,34.0,21.0,10.0
1.0,35.0,29.0,9.0,107.0,56.0,40.0,35.0,3.0
1.0,35.0,15.0,7.0,62.0,23.0,34.0,9.0,9.0
1.0,19.0,36.0,8.0,22.0,55.0,14.0,58.0,2.0
0.0,17.0,15.0,10.0,21.0,36.0,16.0,6.0,12.0
0.0,20.0,39.0,8.0,105.0,34.0,17.0,38.0,10.0
0.0,18.0,16.0,5.0,22.0,30.0,28.0,38.0,8.0
2.0,12.0,12.0,1.0,108.0,3.0,10.0,0.0,4.0
1.0,32.0,11.0,2.0,64.0,63.0,24.0,18.0,3.0
0.0,11.0,9.0,7.0,7.0,28.0,6.0,29.0,10.0
1.0,32.0,9.0,5.0,109.0,30.0,2.0,2.0,9.0
0.0,42.0,29.0,9.0,61.0,38.0,30.0,59.0,6.0
0.0,16.0,16.0,7.0,49.0,12.0,28.0,7.0,0.0
0.0,19.0,36.0,9.0,49.0,17.0,11.0,21.0,3.0
1.0,14.0,8.0,14.0,77.0,9.0,0.0,10.0,2.0
0.0,11.0,11.0,8.0,84.0,32.0,11.0,21.0,12.0
1.0,11.0,11.0,2.0,47.0,22.0,6.0,60.0,10.0
1.0,2.0,6.0,8.0,110.0,33.0,29.0,21.0,12.0
0.0,46.0,13.0,14.0,111.0,9.0,41.0,5.0,4.0
1.0,3.0,13.0,2.0,12.0,8.0,3.0,3.0,2.0
2.0,29.0,4.0,6.0,112.0,46.0,41.0,5.0,2.0
2.0,3.0,13.0,6.0,17.0,48.0,9.0,5.0,4.0
1.0,2.0,2.0,8.0,84.0,30.0,7.0,19.0,12.0
2.0,13.0,12.0,0.0,113.0,64.0,1.0,15.0,1.0
1.0,8.0,0.0,2.0,47.0,45.0,29.0,31.0,3.0
0.0,47.0,24.0,1.0,78.0,11.0,4.0,4.0,1.0
1.0,46.0,28.0,6.0,17.0,49.0,5.0,5.0,10.0
0.0,11.0,9.0,2.0,114.0,5.0,2.0,2.0,2.0
1.0,8.0,11.0,7.0,13.0,32.0,8.0,12.0,8.0
0.0,6.0,9.0,2.0,72.0,5.0,29.0,7.0,3.0
0.0,14.0,8.0,3.0,38.0,9.0,3.0,10.0,4.0
2.0,30.0,4.0,14.0,112.0,24.0,41.0,30.0,1.0
0.0,10.0,10.0,2.0,115.0,9.0,22.0,8.0,3.0
1.0,46.0,25.0,3.0,112.0,24.0,5.0,30.0,4.0
1.0,14.0,28.0,3.0,38.0,27.0,3.0,10.0,2.0
1.0,10.0,8.0,2.0,3.0,8.0,22.0,33.0,9.0
1.0,8.0,7.0,5.0,37.0,0.0,2.0,11.0,2.0
1.0,14.0,10.0,5.0,116.0,27.0,8.0,3.0,9.0
2.0,5.0,7.0,6.0,31.0,24.0,5.0,14.0,3.0
1.0,11.0,0.0,2.0,15.0,9.0,3.0,3.0,2.0
1.0,27.0,21.0,3.0,117.0,64.0,5.0,16.0,1.0
2.0,13.0,1.0,1.0,4.0,11.0,1.0,1.0,1.0
1.0,18.0,17.0,8.0,55.0,39.0,11.0,23.0,9.0
1.0,2.0,2.0,7.0,6.0,6.0,29.0,29.0,0.0
0.0,16.0,16.0,2.0,40.0,41.0,29.0,21.0,12.0
0.0,16.0,6.0,10.0,118.0,7.0,13.0,6.0,8.0
0.0,35.0,31.0,16.0,119.0,47.0,31.0,39.0,18.0
2.0,39.0,42.0,4.0,120.0,53.0,27.0,47.0,1.0
2.0,3.0,8.0,2.0,44.0,27.0,5.0,13.0,10.0
2.0,48.0,34.0,4.0,120.0,53.0,27.0,47.0,2.0
2.0,49.0,43.0,20.0,121.0,65.0,42.0,61.0,19.0
2.0,50.0,44.0,21.0,122.0,65.0,42.0,61.0,20.0
2.0,51.0,45.0,21.0,122.0,65.0,42.0,61.0,20.0
2.0,52.0,46.0,19.0,123.0,54.0,42.0,27.0,13.0
0.0,16.0,5.0,7.0,19.0,28.0,16.0,21.0,17.0
2.0,37.0,33.0,15.0,83.0,25.0,25.0,47.0,13.0
2.0,45.0,22.0,15.0,124.0,25.0,26.0,26.0,13.0
2.0,48.0,34.0,4.0,87.0,31.0,27.0,47.0,4.0
2.0,4.0,3.0,1.0,125.0,35.0,4.0,4.0,4.0
2.0,1.0,3.0,1.0,125.0,51.0,27.0,4.0,3.0
2.0,44.0,24.0,4.0,39.0,35.0,27.0,28.0,12.0
2.0,12.0,12.0,1.0,36.0,51.0,4.0,1.0,2.0
2.0,34.0,24.0,4.0,39.0,51.0,4.0,28.0,1.0
2.0,1.0,1.0,6.0,4.0,11.0,1.0,1.0,1.0
2.0,4.0,24.0,6.0,125.0,51.0,4.0,4.0,1.0
0.0,19.0,17.0,10.0,65.0,34.0,18.0,38.0,12.0
1.0,33.0,36.0,7.0,91.0,14.0,16.0,20.0,10.0
1.0,21.0,36.0,9.0,126.0,66.0,16.0,23.0,0.0
0.0,33.0,29.0,8.0,94.0,61.0,18.0,25.0,0.0
0.0,16.0,16.0,10.0,56.0,15.0,11.0,62.0,0.0
0.0,16.0,16.0,9.0,101.0,15.0,28.0,45.0,7.0
0.0,6.0,36.0,7.0,118.0,41.0,7.0,23.0,3.0
1.0,42.0,31.0,8.0,127.0,18.0,12.0,62.0,0.0
1.0,19.0,15.0,7.0,55.0,36.0,30.0,20.0,12.0
1.0,9.0,15.0,7.0,22.0,16.0,13.0,7.0,9.0
1.0,21.0,6.0,3.0,128.0,55.0,7.0,17.0,10.0
0.0,2.0,2.0,8.0,8.0,13.0,17.0,29.0,9.0
2.0,31.0,33.0,13.0,83.0,31.0,25.0,32.0,14.0
0.0,37.0,33.0,4.0,120.0,53.0,27.0,47.0,15.0
1.0,0.0,7.0,3.0,109.0,33.0,6.0,3.0,9.0
0.0,28.0,16.0,5.0,118.0,17.0,13.0,12.0,8.0
0.0,1.0,12.0,6.0,14.0,64.0,10.0,16.0,4.0
0.0,10.0,26.0,5.0,109.0,0.0,9.0,7.0,2.0
1.0,14.0,10.0,3.0,115.0,45.0,0.0,8.0,12.0
1.0,42.0,19.0,16.0,129.0,66.0,31.0,63.0,18.0
0.0,19.0,29.0,11.0,54.0,40.0,14.0,62.0,6.0
0.0,17.0,39.0,17.0,29.0,16.0,32.0,41.0,8.0
0.0,35.0,31.0,18.0,130.0,58.0,40.0,46.0,0.0
0.0,35.0,35.0,7.0,66.0,40.0,24.0,45.0,12.0
0.0,53.0,32.0,16.0,99.0,67.0,40.0,56.0,18.0
1.0,53.0,19.0,9.0,131.0,61.0,32.0,24.0,10.0
0.0,20.0,29.0,22.0,25.0,23.0,40.0,64.0,11.0
0.0,42.0,19.0,17.0,132.0,19.0,23.0,34.0,5.0
1.0,28.0,5.0,2.0,133.0,10.0,29.0,29.0,9.0
1.0,9.0,2.0,9.0,40.0,7.0,29.0,20.0,0.0
2.0,12.0,12.0,6.0,79.0,3.0,10.0,15.0,1.0
1.0,0.0,10.0,14.0,15.0,27.0,0.0,0.0,2.0
0.0,8.0,11.0,2.0,47.0,22.0,8.0,60.0,8.0
0.0,28.0,7.0,10.0,134.0,42.0,29.0,19.0,8.0
1.0,9.0,2.0,8.0,30.0,33.0,24.0,21.0,3.0
0.0,2.0,6.0,7.0,48.0,6.0,29.0,2.0,3.0
1.0,11.0,11.0,7.0,109.0,5.0,8.0,2.0,17.0
0.0,3.0,10.0,3.0,12.0,24.0,5.0,11.0,2.0
1.0,9.0,6.0,7.0,64.0,13.0,28.0,12.0,3.0
0.0,9.0,6.0,10.0,23.0,15.0,15.0,6.0,17.0
1.0,16.0,31.0,17.0,135.0,47.0,18.0,38.0,10.0
0.0,20.0,15.0,8.0,65.0,12.0,16.0,9.0,0.0
1.0,16.0,36.0,10.0,56.0,41.0,11.0,23.0,7.0
0.0,33.0,29.0,11.0,91.0,15.0,13.0,35.0,21.0
2.0,48.0,42.0,1.0,87.0,53.0,27.0,47.0,15.0
2.0,39.0,37.0,4.0,136.0,53.0,27.0,47.0,15.0
2.0,39.0,37.0,1.0,136.0,31.0,27.0,32.0,14.0
0.0,8.0,11.0,2.0,86.0,0.0,8.0,0.0,9.0
0.0,13.0,12.0,6.0,1.0,3.0,10.0,15.0,2.0
1.0,30.0,25.0,0.0,5.0,48.0,9.0,14.0,2.0
1.0,9.0,6.0,10.0,8.0,13.0,7.0,25.0,12.0
0.0,13.0,12.0,0.0,18.0,46.0,10.0,1.0,4.0
0.0,12.0,1.0,0.0,108.0,3.0,1.0,1.0,15.0
1.0,10.0,10.0,3.0,137.0,27.0,3.0,0.0,3.0
2.0,54.0,47.0,13.0,35.0,54.0,26.0,27.0,14.0
2.0,41.0,46.0,21.0,123.0,54.0,26.0,27.0,20.0
0.0,38.0,35.0,22.0,138.0,37.0,39.0,43.0,12.0
0.0,6.0,9.0,3.0,20.0,32.0,29.0,18.0,8.0
0.0,21.0,6.0,2.0,93.0,16.0,17.0,21.0,3.0
1.0,35.0,39.0,9.0,94.0,63.0,23.0,41.0,16.0
0.0,16.0,6.0,2.0,104.0,38.0,24.0,17.0,8.0
0.0,33.0,36.0,11.0,139.0,63.0,33.0,23.0,7.0
1.0,17.0,17.0,11.0,140.0,15.0,14.0,39.0,22.0
0.0,35.0,39.0,10.0,61.0,12.0,31.0,22.0,22.0
2.0,14.0,10.0,6.0,38.0,8.0,41.0,10.0,4.0
1.0,42.0,32.0,9.0,94.0,44.0,32.0,41.0,8.0
0.0,14.0,8.0,0.0,111.0,48.0,0.0,5.0,3.0
1.0,18.0,36.0,7.0,40.0,13.0,2.0,9.0,11.0
2.0,4.0,3.0,0.0,125.0,51.0,27.0,4.0,15.0
2.0,37.0,37.0,13.0,83.0,31.0,25.0,32.0,13.0
2.0,55.0,47.0,19.0,35.0,26.0,26.0,26.0,14.0
0.0,27.0,25.0,0.0,141.0,46.0,5.0,14.0,9.0
2.0,37.0,37.0,15.0,136.0,31.0,4.0,47.0,13.0
0.0,47.0,1.0,6.0,108.0,3.0,10.0,15.0,1.0
2.0,12.0,12.0,1.0,18.0,1.0,1.0,15.0,1.0
2.0,44.0,3.0,0.0,78.0,51.0,4.0,1.0,1.0
0.0,32.0,11.0,3.0,109.0,10.0,7.0,2.0,10.0
0.0,12.0,4.0,6.0,79.0,3.0,1.0,14.0,4.0
2.0,12.0,12.0,1.0,1.0,3.0,4.0,16.0,4.0
0.0,11.0,7.0,7.0,41.0,29.0,29.0,18.0,10.0
1.0,29.0,28.0,14.0,112.0,24.0,10.0,14.0,4.0
2.0,48.0,42.0,4.0,120.0,53.0,4.0,47.0,13.0
2.0,25.0,22.0,19.0,34.0,25.0,25.0,26.0,13.0
1.0,56.0,48.0,11.0,142.0,68.0,21.0,65.0,6.0
0.0,17.0,17.0,9.0,26.0,69.0,33.0,38.0,9.0
0.0,33.0,15.0,9.0,126.0,39.0,14.0,6.0,8.0
0.0,19.0,16.0,9.0,135.0,37.0,18.0,34.0,6.0
0.0,17.0,15.0,9.0,139.0,68.0,40.0,6.0,12.0
1.0,16.0,16.0,11.0,23.0,40.0,32.0,21.0,0.0
0.0,21.0,36.0,2.0,71.0,44.0,15.0,20.0,8.0
1.0,17.0,31.0,17.0,131.0,36.0,30.0,42.0,8.0
0.0,17.0,17.0,9.0,143.0,44.0,23.0,9.0,10.0
1.0,32.0,7.0,10.0,144.0,22.0,6.0,8.0,10.0
1.0,0.0,5.0,7.0,145.0,33.0,6.0,12.0,4.0
0.0,8.0,26.0,2.0,133.0,30.0,16.0,33.0,12.0
1.0,2.0,2.0,7.0,20.0,10.0,7.0,21.0,2.0
2.0,47.0,3.0,4.0,36.0,11.0,10.0,4.0,15.0
2.0,15.0,25.0,14.0,113.0,3.0,41.0,16.0,4.0
0.0,20.0,15.0,5.0,62.0,58.0,32.0,21.0,8.0
1.0,20.0,29.0,9.0,146.0,56.0,31.0,29.0,4.0
1.0,19.0,16.0,8.0,128.0,42.0,29.0,17.0,18.0
0.0,21.0,36.0,2.0,147.0,66.0,11.0,29.0,10.0
0.0,18.0,36.0,8.0,22.0,40.0,30.0,31.0,2.0
0.0,42.0,35.0,8.0,143.0,14.0,31.0,25.0,6.0
0.0,36.0,49.0,17.0,148.0,67.0,43.0,37.0,5.0
0.0,22.0,19.0,9.0,149.0,70.0,34.0,40.0,12.0
1.0,38.0,19.0,9.0,150.0,71.0,20.0,40.0,11.0
0.0,57.0,50.0,16.0,151.0,72.0,44.0,66.0,17.0
1.0,58.0,20.0,10.0,152.0,73.0,20.0,24.0,6.0
0.0,20.0,39.0,10.0,140.0,36.0,31.0,23.0,11.0
1.0,19.0,17.0,5.0,23.0,16.0,32.0,25.0,10.0
1.0,38.0,19.0,10.0,127.0,18.0,12.0,46.0,5.0
1.0,33.0,15.0,5.0,153.0,40.0,14.0,20.0,6.0
1.0,17.0,29.0,10.0,54.0,47.0,12.0,23.0,10.0
0.0,35.0,35.0,7.0,105.0,34.0,17.0,38.0,7.0
0.0,18.0,17.0,2.0,8.0,38.0,7.0,17.0,9.0
1.0,18.0,36.0,14.0,101.0,36.0,14.0,17.0,3.0
0.0,35.0,39.0,10.0,154.0,63.0,18.0,9.0,10.0
1.0,58.0,18.0,16.0,155.0,74.0,12.0,59.0,17.0
1.0,38.0,20.0,8.0,106.0,75.0,45.0,67.0,6.0
1.0,53.0,18.0,11.0,156.0,70.0,40.0,68.0,6.0
1.0,22.0,49.0,11.0,157.0,43.0,37.0,69.0,7.0
1.0,36.0,40.0,8.0,158.0,14.0,23.0,67.0,8.0
0.0,58.0,35.0,5.0,26.0,63.0,31.0,40.0,12.0
1.0,22.0,20.0,11.0,80.0,74.0,39.0,70.0,5.0
0.0,35.0,39.0,9.0,159.0,61.0,34.0,21.0,9.0
1.0,19.0,16.0,7.0,160.0,47.0,31.0,29.0,3.0
0.0,16.0,17.0,10.0,23.0,16.0,28.0,62.0,0.0
1.0,20.0,29.0,9.0,161.0,55.0,23.0,6.0,10.0
0.0,20.0,17.0,10.0,162.0,15.0,18.0,41.0,0.0
0.0,9.0,2.0,2.0,57.0,42.0,13.0,29.0,3.0
0.0,8.0,11.0,2.0,13.0,7.0,2.0,18.0,3.0
0.0,10.0,7.0,14.0,163.0,22.0,22.0,18.0,10.0
0.0,6.0,5.0,2.0,40.0,55.0,11.0,12.0,3.0
1.0,0.0,0.0,6.0,116.0,0.0,22.0,10.0,2.0
0.0,9.0,2.0,7.0,85.0,28.0,6.0,31.0,10.0
0.0,0.0,7.0,2.0,12.0,29.0,22.0,10.0,3.0
